id,root,quality,quality_label,formula,level,category,shape_name,fret_code,frets,string_set,inversion,triad_inversion,priority,max_fret,fret_span_excluding_open,notes_sharp,intervals,related_suspended_ids
A#_minor_caged_minor_C_shape_minor_x-13-11-10-11-13,A#,minor,minor,1 b3 5,beginner_core,caged_minor,C_shape_minor,x-13-11-10-11-13,"[null, 13, 11, 10, 11, 13]",,root_position,,10,13,3,None A# C# F A# F,None 1 b3 5 1 5,{}
A#_minor_caged_minor_A_shape_minor_x-1-3-3-2-1,A#,minor,minor,1 b3 5,beginner_core,caged_minor,A_shape_minor,x-1-3-3-2-1,"[null, 1, 3, 3, 2, 1]",,root_position,,11,3,2,None A# F A# C# F,None 1 5 1 b3 5,{}
A#_minor_caged_minor_G_shape_minor_6-4-3-3-6-6,A#,minor,minor,1 b3 5,beginner_core,caged_minor,G_shape_minor,6-4-3-3-6-6,"[6, 4, 3, 3, 6, 6]",,root_position,,12,6,3,A# C# F A# F A#,1 b3 5 1 5 1,{}
A#_minor_caged_minor_E_shape_minor_6-8-8-6-6-6,A#,minor,minor,1 b3 5,beginner_core,caged_minor,E_shape_minor,6-8-8-6-6-6,"[6, 8, 8, 6, 6, 6]",,root_position,,13,8,2,A# F A# C# F A#,1 5 1 b3 5 1,{}
A#_minor_caged_minor_D_shape_minor_x-x-8-10-11-9,A#,minor,minor,1 b3 5,beginner_core,caged_minor,D_shape_minor,x-x-8-10-11-9,"[null, null, 8, 10, 11, 9]",,root_position,,14,11,3,None None A# F A# C#,None None 1 5 1 b3,{}
A#_minor_triad_position_triad_4-3-2_second_inversion_5-1-b3_x-x-3-3-2-x,A#,minor,minor,1 b3 5,intermediate_core,triad_position,triad_4-3-2_second_inversion_5-1-b3,x-x-3-3-2-x,"[null, null, 3, 3, 2, null]",4-3-2,second_inversion,second_inversion,60,3,1,None None F A# C# None,None None 5 1 b3 None,{}
A#_minor_triad_position_triad_3-2-1_root_position_1-b3-5_x-x-x-3-2-1,A#,minor,minor,1 b3 5,intermediate_core,triad_position,triad_3-2-1_root_position_1-b3-5,x-x-x-3-2-1,"[null, null, null, 3, 2, 1]",3-2-1,root_position,root_position,60,3,2,None None None A# C# F,None None None 1 b3 5,{}
A#_minor_triad_position_triad_5-4-3_first_inversion_b3-5-1_x-4-3-3-x-x,A#,minor,minor,1 b3 5,intermediate_core,triad_position,triad_5-4-3_first_inversion_b3-5-1,x-4-3-3-x-x,"[null, 4, 3, 3, null, null]",5-4-3,first_inversion_or_suspended_bass,first_inversion,60,4,1,None C# F A# None None,None b3 5 1 None None,{}
A#_minor_triad_position_triad_6-5-4_root_position_1-b3-5_6-4-3-x-x-x,A#,minor,minor,1 b3 5,intermediate_core,triad_position,triad_6-5-4_root_position_1-b3-5,6-4-3-x-x-x,"[6, 4, 3, null, null, null]",6-5-4,root_position,root_position,60,6,3,A# C# F None None None,1 b3 5 None None None,{}
A#_minor_triad_position_triad_3-2-1_first_inversion_b3-5-1_x-x-x-6-6-6,A#,minor,minor,1 b3 5,intermediate_core,triad_position,triad_3-2-1_first_inversion_b3-5-1,x-x-x-6-6-6,"[null, null, null, 6, 6, 6]",3-2-1,first_inversion_or_suspended_bass,first_inversion,60,6,0,None None None C# F A#,None None None b3 5 1,{}
A#_minor_triad_position_triad_5-4-3_second_inversion_5-1-b3_x-8-8-6-x-x,A#,minor,minor,1 b3 5,intermediate_core,triad_position,triad_5-4-3_second_inversion_5-1-b3,x-8-8-6-x-x,"[null, 8, 8, 6, null, null]",5-4-3,second_inversion,second_inversion,60,8,2,None F A# C# None None,None 5 1 b3 None None,{}
A#_minor_triad_position_triad_4-3-2_root_position_1-b3-5_x-x-8-6-6-x,A#,minor,minor,1 b3 5,intermediate_core,triad_position,triad_4-3-2_root_position_1-b3-5,x-x-8-6-6-x,"[null, null, 8, 6, 6, null]",4-3-2,root_position,root_position,60,8,2,None None A# C# F None,None None 1 b3 5 None,{}
A#_minor_triad_position_triad_6-5-4_first_inversion_b3-5-1_9-8-8-x-x-x,A#,minor,minor,1 b3 5,intermediate_core,triad_position,triad_6-5-4_first_inversion_b3-5-1,9-8-8-x-x-x,"[9, 8, 8, null, null, null]",6-5-4,first_inversion_or_suspended_bass,first_inversion,60,9,1,C# F A# None None None,b3 5 1 None None None,{}
A#_minor_triad_position_triad_4-3-2_first_inversion_b3-5-1_x-x-11-10-11-x,A#,minor,minor,1 b3 5,intermediate_core,triad_position,triad_4-3-2_first_inversion_b3-5-1,x-x-11-10-11-x,"[null, null, 11, 10, 11, null]",4-3-2,first_inversion_or_suspended_bass,first_inversion,60,11,1,None None C# F A# None,None None b3 5 1 None,{}
A#_minor_triad_position_triad_3-2-1_second_inversion_5-1-b3_x-x-x-10-11-9,A#,minor,minor,1 b3 5,intermediate_core,triad_position,triad_3-2-1_second_inversion_5-1-b3,x-x-x-10-11-9,"[null, null, null, 10, 11, 9]",3-2-1,second_inversion,second_inversion,60,11,2,None None None F A# C#,None None None 5 1 b3,{}
A#_minor_triad_position_triad_6-5-4_second_inversion_5-1-b3_13-13-11-x-x-x,A#,minor,minor,1 b3 5,intermediate_core,triad_position,triad_6-5-4_second_inversion_5-1-b3,13-13-11-x-x-x,"[13, 13, 11, null, null, null]",6-5-4,second_inversion,second_inversion,60,13,2,F A# C# None None None,5 1 b3 None None None,{}
A#_minor_triad_position_triad_5-4-3_root_position_1-b3-5_x-13-11-10-x-x,A#,minor,minor,1 b3 5,intermediate_core,triad_position,triad_5-4-3_root_position_1-b3-5,x-13-11-10-x-x,"[null, 13, 11, 10, null, null]",5-4-3,root_position,root_position,60,13,3,None A# C# F None None,None 1 b3 5 None None,{}
A#_minor_triad_position_triad_4-3-2_second_inversion_5-1-b3_x-x-15-15-14-x,A#,minor,minor,1 b3 5,intermediate_core,triad_position,triad_4-3-2_second_inversion_5-1-b3,x-x-15-15-14-x,"[null, null, 15, 15, 14, null]",4-3-2,second_inversion,second_inversion,60,15,1,None None F A# C# None,None None 5 1 b3 None,{}
A#_minor_triad_position_triad_3-2-1_root_position_1-b3-5_x-x-x-15-14-13,A#,minor,minor,1 b3 5,intermediate_core,triad_position,triad_3-2-1_root_position_1-b3-5,x-x-x-15-14-13,"[null, null, null, 15, 14, 13]",3-2-1,root_position,root_position,60,15,2,None None None A# C# F,None None None 1 b3 5,{}
A#_minor_triad_position_triad_5-4-3_first_inversion_b3-5-1_x-16-15-15-x-x,A#,minor,minor,1 b3 5,intermediate_core,triad_position,triad_5-4-3_first_inversion_b3-5-1,x-16-15-15-x-x,"[null, 16, 15, 15, null, null]",5-4-3,first_inversion_or_suspended_bass,first_inversion,60,16,1,None C# F A# None None,None b3 5 1 None None,{}
A#_minor_triad_position_triad_6-5-4_root_position_1-b3-5_18-16-15-x-x-x,A#,minor,minor,1 b3 5,intermediate_core,triad_position,triad_6-5-4_root_position_1-b3-5,18-16-15-x-x-x,"[18, 16, 15, null, null, null]",6-5-4,root_position,root_position,60,18,3,A# C# F None None None,1 b3 5 None None None,{}
A#_minor_triad_position_triad_3-2-1_first_inversion_b3-5-1_x-x-x-18-18-18,A#,minor,minor,1 b3 5,intermediate_core,triad_position,triad_3-2-1_first_inversion_b3-5-1,x-x-x-18-18-18,"[null, null, null, 18, 18, 18]",3-2-1,first_inversion_or_suspended_bass,first_inversion,60,18,0,None None None C# F A#,None None None b3 5 1,"{""sus2"": ""A#_sus2_triad_related_suspended_from_A#_minor_triad_position_triad_3-2-1_first_inversion_b3-5-1_x-x-x-18-18-18_sus2_x-x-x-17-18-18""}"
A#_sus2_caged_suspended_A_shape_sus2_x-1-3-3-1-1,A#,sus2,sus2,1 2 5,intermediate_core,caged_suspended,A_shape_sus2,x-1-3-3-1-1,"[null, 1, 3, 3, 1, 1]",,root_position,,30,3,2,None A# F A# C F,None 1 5 1 2 5,{}
A#_sus2_caged_suspended_E_shape_sus2_6-8-10-10-6-6,A#,sus2,sus2,1 2 5,intermediate_core,caged_suspended,E_shape_sus2,6-8-10-10-6-6,"[6, 8, 10, 10, 6, 6]",,root_position,,30,10,4,A# F C F F A#,1 5 2 5 5 1,{}
A#_sus2_caged_suspended_D_shape_sus2_x-x-8-10-11-8,A#,sus2,sus2,1 2 5,intermediate_core,caged_suspended,D_shape_sus2,x-x-8-10-11-8,"[null, null, 8, 10, 11, 8]",,root_position,,30,11,3,None None A# F A# C,None None 1 5 1 2,{}
A#_sus2_caged_suspended_C_shape_sus2_x-13-10-10-11-13,A#,sus2,sus2,1 2 5,intermediate_core,caged_suspended,C_shape_sus2,x-13-10-10-11-13,"[null, 13, 10, 10, 11, 13]",,root_position,,30,13,3,None A# C F A# F,None 1 2 5 1 5,{}
A#_sus2_triad_related_suspended_from_A#_major_triad_position_triad_5-4-3_first_inversion_3-5-1_x-5-3-3-x-x_sus2_x-3-3-3-x-x,A#,sus2,sus2,1 2 5,intermediate_core,triad_related_suspended,from_A#_major_triad_position_triad_5-4-3_first_inversion_3-5-1_x-5-3-3-x-x_sus2,x-3-3-3-x-x,"[null, 3, 3, 3, null, null]",5-4-3,first_inversion_or_suspended_bass,,65,3,0,None C F A# None None,None 2 5 1 None None,{}
A#_sus2_triad_related_suspended_from_A#_major_triad_position_triad_4-3-2_second_inversion_5-1-3_x-x-3-3-3-x_sus2_x-x-3-3-1-x,A#,sus2,sus2,1 2 5,intermediate_core,triad_related_suspended,from_A#_major_triad_position_triad_4-3-2_second_inversion_5-1-3_x-x-3-3-3-x_sus2,x-x-3-3-1-x,"[null, null, 3, 3, 1, null]",4-3-2,second_inversion,,65,3,2,None None F A# C None,None None 5 1 2 None,{}
A#_sus2_triad_related_suspended_from_A#_major_triad_position_triad_3-2-1_root_position_1-3-5_x-x-x-3-3-1_sus2_x-x-x-3-1-1,A#,sus2,sus2,1 2 5,intermediate_core,triad_related_suspended,from_A#_major_triad_position_triad_3-2-1_root_position_1-3-5_x-x-x-3-3-1_sus2,x-x-x-3-1-1,"[null, null, null, 3, 1, 1]",3-2-1,root_position,,65,3,2,None None None A# C F,None None None 1 2 5,{}
A#_sus2_triad_related_suspended_from_A#_major_triad_position_triad_6-5-4_root_position_1-3-5_6-5-3-x-x-x_sus2_6-3-3-x-x-x,A#,sus2,sus2,1 2 5,intermediate_core,triad_related_suspended,from_A#_major_triad_position_triad_6-5-4_root_position_1-3-5_6-5-3-x-x-x_sus2,6-3-3-x-x-x,"[6, 3, 3, null, null, null]",6-5-4,root_position,,65,6,3,A# C F None None None,1 2 5 None None None,{}
A#_sus2_triad_related_suspended_from_A#_major_triad_position_triad_3-2-1_first_inversion_3-5-1_x-x-x-7-6-6_sus2_x-x-x-5-6-6,A#,sus2,sus2,1 2 5,intermediate_core,triad_related_suspended,from_A#_major_triad_position_triad_3-2-1_first_inversion_3-5-1_x-x-x-7-6-6_sus2,x-x-x-5-6-6,"[null, null, null, 5, 6, 6]",3-2-1,first_inversion_or_suspended_bass,,65,6,1,None None None C F A#,None None None 2 5 1,{}
A#_sus2_triad_related_suspended_from_A#_major_triad_position_triad_6-5-4_first_inversion_3-5-1_10-8-8-x-x-x_sus2_8-8-8-x-x-x,A#,sus2,sus2,1 2 5,intermediate_core,triad_related_suspended,from_A#_major_triad_position_triad_6-5-4_first_inversion_3-5-1_10-8-8-x-x-x_sus2,8-8-8-x-x-x,"[8, 8, 8, null, null, null]",6-5-4,first_inversion_or_suspended_bass,,65,8,0,C F A# None None None,2 5 1 None None None,{}
A#_sus2_triad_related_suspended_from_A#_major_triad_position_triad_5-4-3_second_inversion_5-1-3_x-8-8-7-x-x_sus2_x-8-8-5-x-x,A#,sus2,sus2,1 2 5,intermediate_core,triad_related_suspended,from_A#_major_triad_position_triad_5-4-3_second_inversion_5-1-3_x-8-8-7-x-x_sus2,x-8-8-5-x-x,"[null, 8, 8, 5, null, null]",5-4-3,second_inversion,,65,8,3,None F A# C None None,None 5 1 2 None None,{}
A#_sus2_triad_related_suspended_from_A#_major_triad_position_triad_4-3-2_root_position_1-3-5_x-x-8-7-6-x_sus2_x-x-8-5-6-x,A#,sus2,sus2,1 2 5,intermediate_core,triad_related_suspended,from_A#_major_triad_position_triad_4-3-2_root_position_1-3-5_x-x-8-7-6-x_sus2,x-x-8-5-6-x,"[null, null, 8, 5, 6, null]",4-3-2,root_position,,65,8,3,None None A# C F None,None None 1 2 5 None,{}
A#_sus2_triad_related_suspended_from_A#_major_triad_position_triad_4-3-2_first_inversion_3-5-1_x-x-12-10-11-x_sus2_x-x-10-10-11-x,A#,sus2,sus2,1 2 5,intermediate_core,triad_related_suspended,from_A#_major_triad_position_triad_4-3-2_first_inversion_3-5-1_x-x-12-10-11-x_sus2,x-x-10-10-11-x,"[null, null, 10, 10, 11, null]",4-3-2,first_inversion_or_suspended_bass,,65,11,1,None None C F A# None,None None 2 5 1 None,{}
A#_sus2_triad_related_suspended_from_A#_major_triad_position_triad_3-2-1_second_inversion_5-1-3_x-x-x-10-11-10_sus2_x-x-x-10-11-8,A#,sus2,sus2,1 2 5,intermediate_core,triad_related_suspended,from_A#_major_triad_position_triad_3-2-1_second_inversion_5-1-3_x-x-x-10-11-10_sus2,x-x-x-10-11-8,"[null, null, null, 10, 11, 8]",3-2-1,second_inversion,,65,11,3,None None None F A# C,None None None 5 1 2,{}
A#_sus2_triad_related_suspended_from_A#_major_triad_position_triad_6-5-4_second_inversion_5-1-3_13-13-12-x-x-x_sus2_13-13-10-x-x-x,A#,sus2,sus2,1 2 5,intermediate_core,triad_related_suspended,from_A#_major_triad_position_triad_6-5-4_second_inversion_5-1-3_13-13-12-x-x-x_sus2,13-13-10-x-x-x,"[13, 13, 10, null, null, null]",6-5-4,second_inversion,,65,13,3,F A# C None None None,5 1 2 None None None,{}
A#_sus2_triad_related_suspended_from_A#_major_triad_position_triad_5-4-3_root_position_1-3-5_x-13-12-10-x-x_sus2_x-13-10-10-x-x,A#,sus2,sus2,1 2 5,intermediate_core,triad_related_suspended,from_A#_major_triad_position_triad_5-4-3_root_position_1-3-5_x-13-12-10-x-x_sus2,x-13-10-10-x-x,"[null, 13, 10, 10, null, null]",5-4-3,root_position,,65,13,3,None A# C F None None,None 1 2 5 None None,{}
A#_sus2_triad_related_suspended_from_A#_major_triad_position_triad_5-4-3_first_inversion_3-5-1_x-17-15-15-x-x_sus2_x-15-15-15-x-x,A#,sus2,sus2,1 2 5,intermediate_core,triad_related_suspended,from_A#_major_triad_position_triad_5-4-3_first_inversion_3-5-1_x-17-15-15-x-x_sus2,x-15-15-15-x-x,"[null, 15, 15, 15, null, null]",5-4-3,first_inversion_or_suspended_bass,,65,15,0,None C F A# None None,None 2 5 1 None None,{}
A#_sus2_triad_related_suspended_from_A#_major_triad_position_triad_4-3-2_second_inversion_5-1-3_x-x-15-15-15-x_sus2_x-x-15-15-13-x,A#,sus2,sus2,1 2 5,intermediate_core,triad_related_suspended,from_A#_major_triad_position_triad_4-3-2_second_inversion_5-1-3_x-x-15-15-15-x_sus2,x-x-15-15-13-x,"[null, null, 15, 15, 13, null]",4-3-2,second_inversion,,65,15,2,None None F A# C None,None None 5 1 2 None,{}
A#_sus2_triad_related_suspended_from_A#_major_triad_position_triad_3-2-1_root_position_1-3-5_x-x-x-15-15-13_sus2_x-x-x-15-13-13,A#,sus2,sus2,1 2 5,intermediate_core,triad_related_suspended,from_A#_major_triad_position_triad_3-2-1_root_position_1-3-5_x-x-x-15-15-13_sus2,x-x-x-15-13-13,"[null, null, null, 15, 13, 13]",3-2-1,root_position,,65,15,2,None None None A# C F,None None None 1 2 5,{}
A#_sus2_triad_related_suspended_from_A#_major_triad_position_triad_6-5-4_root_position_1-3-5_18-17-15-x-x-x_sus2_18-15-15-x-x-x,A#,sus2,sus2,1 2 5,intermediate_core,triad_related_suspended,from_A#_major_triad_position_triad_6-5-4_root_position_1-3-5_18-17-15-x-x-x_sus2,18-15-15-x-x-x,"[18, 15, 15, null, null, null]",6-5-4,root_position,,65,18,3,A# C F None None None,1 2 5 None None None,{}
A#_sus2_triad_related_suspended_from_A#_minor_triad_position_triad_3-2-1_first_inversion_b3-5-1_x-x-x-18-18-18_sus2_x-x-x-17-18-18,A#,sus2,sus2,1 2 5,intermediate_core,triad_related_suspended,from_A#_minor_triad_position_triad_3-2-1_first_inversion_b3-5-1_x-x-x-18-18-18_sus2,x-x-x-17-18-18,"[null, null, null, 17, 18, 18]",3-2-1,first_inversion_or_suspended_bass,,65,18,1,None None None C F A#,None None None 2 5 1,{}
A#_sus4_caged_suspended_A_shape_sus4_x-1-3-3-4-1,A#,sus4,sus4,1 4 5,intermediate_core,caged_suspended,A_shape_sus4,x-1-3-3-4-1,"[null, 1, 3, 3, 4, 1]",,root_position,,30,4,3,None A# F A# D# F,None 1 5 1 4 5,{}
A#_sus4_caged_suspended_E_shape_sus4_6-8-8-8-6-6,A#,sus4,sus4,1 4 5,intermediate_core,caged_suspended,E_shape_sus4,6-8-8-8-6-6,"[6, 8, 8, 8, 6, 6]",,root_position,,30,8,2,A# F A# D# F A#,1 5 1 4 5 1,{}
A#_sus4_caged_suspended_D_shape_sus4_x-x-8-10-11-11,A#,sus4,sus4,1 4 5,intermediate_core,caged_suspended,D_shape_sus4,x-x-8-10-11-11,"[null, null, 8, 10, 11, 11]",,root_position,,30,11,3,None None A# F A# D#,None None 1 5 1 4,{}
A#_sus4_caged_suspended_C_shape_sus4_x-13-13-10-11-11,A#,sus4,sus4,1 4 5,intermediate_core,caged_suspended,C_shape_sus4,x-13-13-10-11-11,"[null, 13, 13, 10, 11, 11]",,root_position,,30,13,3,None A# D# F A# D#,None 1 4 5 1 4,{}
A#_sus4_triad_related_suspended_from_A#_major_triad_position_triad_6-5-4_second_inversion_5-1-3_1-1-0-x-x-x_sus4_1-1-1-x-x-x,A#,sus4,sus4,1 4 5,intermediate_core,triad_related_suspended,from_A#_major_triad_position_triad_6-5-4_second_inversion_5-1-3_1-1-0-x-x-x_sus4,1-1-1-x-x-x,"[1, 1, 1, null, null, null]",6-5-4,second_inversion,,65,1,0,F A# D# None None None,5 1 4 None None None,{}
A#_sus4_triad_related_suspended_from_A#_major_triad_position_triad_4-3-2_second_inversion_5-1-3_x-x-3-3-3-x_sus4_x-x-3-3-4-x,A#,sus4,sus4,1 4 5,intermediate_core,triad_related_suspended,from_A#_major_triad_position_triad_4-3-2_second_inversion_5-1-3_x-x-3-3-3-x_sus4,x-x-3-3-4-x,"[null, null, 3, 3, 4, null]",4-3-2,second_inversion,,65,4,1,None None F A# D# None,None None 5 1 4 None,{}
A#_sus4_triad_related_suspended_from_A#_major_triad_position_triad_3-2-1_root_position_1-3-5_x-x-x-3-3-1_sus4_x-x-x-3-4-1,A#,sus4,sus4,1 4 5,intermediate_core,triad_related_suspended,from_A#_major_triad_position_triad_3-2-1_root_position_1-3-5_x-x-x-3-3-1_sus4,x-x-x-3-4-1,"[null, null, null, 3, 4, 1]",3-2-1,root_position,,65,4,3,None None None A# D# F,None None None 1 4 5,{}
A#_sus4_triad_related_suspended_from_A#_major_triad_position_triad_6-5-4_root_position_1-3-5_6-5-3-x-x-x_sus4_6-6-3-x-x-x,A#,sus4,sus4,1 4 5,intermediate_core,triad_related_suspended,from_A#_major_triad_position_triad_6-5-4_root_position_1-3-5_6-5-3-x-x-x_sus4,6-6-3-x-x-x,"[6, 6, 3, null, null, null]",6-5-4,root_position,,65,6,3,A# D# F None None None,1 4 5 None None None,{}
A#_sus4_triad_related_suspended_from_A#_major_triad_position_triad_5-4-3_first_inversion_3-5-1_x-5-3-3-x-x_sus4_x-6-3-3-x-x,A#,sus4,sus4,1 4 5,intermediate_core,triad_related_suspended,from_A#_major_triad_position_triad_5-4-3_first_inversion_3-5-1_x-5-3-3-x-x_sus4,x-6-3-3-x-x,"[null, 6, 3, 3, null, null]",5-4-3,first_inversion_or_suspended_bass,,65,6,3,None D# F A# None None,None 4 5 1 None None,{}
A#_sus4_triad_related_suspended_from_A#_major_triad_position_triad_5-4-3_second_inversion_5-1-3_x-8-8-7-x-x_sus4_x-8-8-8-x-x,A#,sus4,sus4,1 4 5,intermediate_core,triad_related_suspended,from_A#_major_triad_position_triad_5-4-3_second_inversion_5-1-3_x-8-8-7-x-x_sus4,x-8-8-8-x-x,"[null, 8, 8, 8, null, null]",5-4-3,second_inversion,,65,8,0,None F A# D# None None,None 5 1 4 None None,{}
A#_sus4_triad_related_suspended_from_A#_major_triad_position_triad_4-3-2_root_position_1-3-5_x-x-8-7-6-x_sus4_x-x-8-8-6-x,A#,sus4,sus4,1 4 5,intermediate_core,triad_related_suspended,from_A#_major_triad_position_triad_4-3-2_root_position_1-3-5_x-x-8-7-6-x_sus4,x-x-8-8-6-x,"[null, null, 8, 8, 6, null]",4-3-2,root_position,,65,8,2,None None A# D# F None,None None 1 4 5 None,{}
A#_sus4_triad_related_suspended_from_A#_major_triad_position_triad_3-2-1_first_inversion_3-5-1_x-x-x-7-6-6_sus4_x-x-x-8-6-6,A#,sus4,sus4,1 4 5,intermediate_core,triad_related_suspended,from_A#_major_triad_position_triad_3-2-1_first_inversion_3-5-1_x-x-x-7-6-6_sus4,x-x-x-8-6-6,"[null, null, null, 8, 6, 6]",3-2-1,first_inversion_or_suspended_bass,,65,8,2,None None None D# F A#,None None None 4 5 1,{}
A#_sus4_triad_related_suspended_from_A#_major_triad_position_triad_6-5-4_first_inversion_3-5-1_10-8-8-x-x-x_sus4_11-8-8-x-x-x,A#,sus4,sus4,1 4 5,intermediate_core,triad_related_suspended,from_A#_major_triad_position_triad_6-5-4_first_inversion_3-5-1_10-8-8-x-x-x_sus4,11-8-8-x-x-x,"[11, 8, 8, null, null, null]",6-5-4,first_inversion_or_suspended_bass,,65,11,3,D# F A# None None None,4 5 1 None None None,{}
A#_sus4_triad_related_suspended_from_A#_major_triad_position_triad_3-2-1_second_inversion_5-1-3_x-x-x-10-11-10_sus4_x-x-x-10-11-11,A#,sus4,sus4,1 4 5,intermediate_core,triad_related_suspended,from_A#_major_triad_position_triad_3-2-1_second_inversion_5-1-3_x-x-x-10-11-10_sus4,x-x-x-10-11-11,"[null, null, null, 10, 11, 11]",3-2-1,second_inversion,,65,11,1,None None None F A# D#,None None None 5 1 4,{}
A#_sus4_triad_related_suspended_from_A#_major_triad_position_triad_6-5-4_second_inversion_5-1-3_13-13-12-x-x-x_sus4_13-13-13-x-x-x,A#,sus4,sus4,1 4 5,intermediate_core,triad_related_suspended,from_A#_major_triad_position_triad_6-5-4_second_inversion_5-1-3_13-13-12-x-x-x_sus4,13-13-13-x-x-x,"[13, 13, 13, null, null, null]",6-5-4,second_inversion,,65,13,0,F A# D# None None None,5 1 4 None None None,{}
A#_sus4_triad_related_suspended_from_A#_major_triad_position_triad_5-4-3_root_position_1-3-5_x-13-12-10-x-x_sus4_x-13-13-10-x-x,A#,sus4,sus4,1 4 5,intermediate_core,triad_related_suspended,from_A#_major_triad_position_triad_5-4-3_root_position_1-3-5_x-13-12-10-x-x_sus4,x-13-13-10-x-x,"[null, 13, 13, 10, null, null]",5-4-3,root_position,,65,13,3,None A# D# F None None,None 1 4 5 None None,{}
A#_sus4_triad_related_suspended_from_A#_major_triad_position_triad_4-3-2_first_inversion_3-5-1_x-x-12-10-11-x_sus4_x-x-13-10-11-x,A#,sus4,sus4,1 4 5,intermediate_core,triad_related_suspended,from_A#_major_triad_position_triad_4-3-2_first_inversion_3-5-1_x-x-12-10-11-x_sus4,x-x-13-10-11-x,"[null, null, 13, 10, 11, null]",4-3-2,first_inversion_or_suspended_bass,,65,13,3,None None D# F A# None,None None 4 5 1 None,{}
A#_sus4_triad_related_suspended_from_A#_major_triad_position_triad_4-3-2_second_inversion_5-1-3_x-x-15-15-15-x_sus4_x-x-15-15-16-x,A#,sus4,sus4,1 4 5,intermediate_core,triad_related_suspended,from_A#_major_triad_position_triad_4-3-2_second_inversion_5-1-3_x-x-15-15-15-x_sus4,x-x-15-15-16-x,"[null, null, 15, 15, 16, null]",4-3-2,second_inversion,,65,16,1,None None F A# D# None,None None 5 1 4 None,{}
A#_sus4_triad_related_suspended_from_A#_major_triad_position_triad_3-2-1_root_position_1-3-5_x-x-x-15-15-13_sus4_x-x-x-15-16-13,A#,sus4,sus4,1 4 5,intermediate_core,triad_related_suspended,from_A#_major_triad_position_triad_3-2-1_root_position_1-3-5_x-x-x-15-15-13_sus4,x-x-x-15-16-13,"[null, null, null, 15, 16, 13]",3-2-1,root_position,,65,16,3,None None None A# D# F,None None None 1 4 5,{}
A#_sus4_triad_related_suspended_from_A#_major_triad_position_triad_6-5-4_root_position_1-3-5_18-17-15-x-x-x_sus4_18-18-15-x-x-x,A#,sus4,sus4,1 4 5,intermediate_core,triad_related_suspended,from_A#_major_triad_position_triad_6-5-4_root_position_1-3-5_18-17-15-x-x-x_sus4,18-18-15-x-x-x,"[18, 18, 15, null, null, null]",6-5-4,root_position,,65,18,3,A# D# F None None None,1 4 5 None None None,{}
A#_sus4_triad_related_suspended_from_A#_major_triad_position_triad_5-4-3_first_inversion_3-5-1_x-17-15-15-x-x_sus4_x-18-15-15-x-x,A#,sus4,sus4,1 4 5,intermediate_core,triad_related_suspended,from_A#_major_triad_position_triad_5-4-3_first_inversion_3-5-1_x-17-15-15-x-x_sus4,x-18-15-15-x-x,"[null, 18, 15, 15, null, null]",5-4-3,first_inversion_or_suspended_bass,,65,18,3,None D# F A# None None,None 4 5 1 None None,{}
B_diminished_triad_position_triad_6-5-4_second_inversion_b5-1-b3_1-2-0-x-x-x,B,diminished,dim,1 b3 b5,advanced_reference,triad_position,triad_6-5-4_second_inversion_b5-1-b3,1-2-0-x-x-x,"[1, 2, 0, null, null, null]",6-5-4,second_inversion,second_inversion,60,2,1,F B D None None None,b5 1 b3 None None None,{}
B_diminished_triad_position_triad_4-3-2_second_inversion_b5-1-b3_x-x-3-4-3-x,B,diminished,dim,1 b3 b5,advanced_reference,triad_position,triad_4-3-2_second_inversion_b5-1-b3,x-x-3-4-3-x,"[null, null, 3, 4, 3, null]",4-3-2,second_inversion,second_inversion,60,4,1,None None F B D None,None None b5 1 b3 None,{}
B_diminished_triad_position_triad_3-2-1_root_position_1-b3-b5_x-x-x-4-3-1,B,diminished,dim,1 b3 b5,advanced_reference,triad_position,triad_3-2-1_root_position_1-b3-b5,x-x-x-4-3-1,"[null, null, null, 4, 3, 1]",3-2-1,root_position,root_position,60,4,3,None None None B D F,None None None 1 b3 b5,{}
B_diminished_triad_position_triad_5-4-3_first_inversion_b3-b5-1_x-5-3-4-x-x,B,diminished,dim,1 b3 b5,advanced_reference,triad_position,triad_5-4-3_first_inversion_b3-b5-1,x-5-3-4-x-x,"[null, 5, 3, 4, null, null]",5-4-3,first_inversion_or_suspended_bass,first_inversion,60,5,2,None D F B None None,None b3 b5 1 None None,{}
B_diminished_triad_position_triad_6-5-4_root_position_1-b3-b5_7-5-3-x-x-x,B,diminished,dim,1 b3 b5,advanced_reference,triad_position,triad_6-5-4_root_position_1-b3-b5,7-5-3-x-x-x,"[7, 5, 3, null, null, null]",6-5-4,root_position,root_position,60,7,4,B D F None None None,1 b3 b5 None None None,{}
B_diminished_triad_position_triad_3-2-1_first_inversion_b3-b5-1_x-x-x-7-6-7,B,diminished,dim,1 b3 b5,advanced_reference,triad_position,triad_3-2-1_first_inversion_b3-b5-1,x-x-x-7-6-7,"[null, null, null, 7, 6, 7]",3-2-1,first_inversion_or_suspended_bass,first_inversion,60,7,1,None None None D F B,None None None b3 b5 1,{}
B_diminished_triad_position_triad_5-4-3_second_inversion_b5-1-b3_x-8-9-7-x-x,B,diminished,dim,1 b3 b5,advanced_reference,triad_position,triad_5-4-3_second_inversion_b5-1-b3,x-8-9-7-x-x,"[null, 8, 9, 7, null, null]",5-4-3,second_inversion,second_inversion,60,9,2,None F B D None None,None b5 1 b3 None None,{}
